zi,gailv
1951,津,-9.067630304363464
1952,粳,-11.579935928339578
1953,褚,-10.32717295984421
1954,锂,-9.521547795857574
1955,珺,-12.678548217007688
1956,扈,-11.762257485133533
1957,澄,-10.280652944209317
1958,晏,-11.42578524851232
1959,烷,-12.678548217007688
1960,肖,-9.067630304363464
1961,聆,-10.973800124769262
1962,烂,-9.682815943453697
1963,俞,-9.439869764843307
1964,拇,-11.579935928339578
1965,冻,-10.427256418401193
1966,翔,-10.538482053511418
1967,检,-9.658123330863326
1968,坡,-11.292253855887797
1969,欣,-10.193641567219688
1970,瞅,-13.371695397567633
1971,饮,-9.788176459111522
1972,钦,-10.427256418401193
1973,骂,-11.579935928339578
1974,拱,-12.273083108899524
1975,究,-9.760777484923409
1976,癌,-11.42578524851232
1977,瑟,-11.174470820231413
1978,狐,-9.970498015905477
1979,裂,-11.292253855887797
1980,丧,-10.113598859546151
1981,幌,-13.371695397567633
1982,肆,-11.762257485133533
1983,纹,-10.481323639671468
1984,爽,-11.42578524851232
1985,识,-10.481323639671468
1986,驻,-8.671215031775217
1987,骊,-11.42578524851232
1988,振,-9.875187836101153
1989,蜜,-9.610495281874071
1990,棕,-10.236201181638483
1991,乞,-9.734109237841247
1992,茨,-11.579935928339578
1993,炫,-9.760777484923409
1994,株,-9.521547795857574
1995,闽,-10.152819572699432
1996,脚,-9.970498015905477
1997,揉,-12.678548217007688
1998,鞍,-10.481323639671468
1999,猜,-9.875187836101153
2000,喵,-10.973800124769262
2001,雏,-11.174470820231413
2002,耗,-9.40140348401551
2003,鄱,-11.762257485133533
2004,漏,-10.886788747779633
2005,兆,-11.42578524851232
2006,损,-10.481323639671468
2007,磨,-10.152819572699432
2008,蔷,-10.538482053511418
2009,斩,-10.375963124013643
2010,菅,-11.985401036447742
2011,纫,-13.371695397567633
2012,吐,-9.845334872951472
2013,担,-9.682815943453697
2014,猩,-11.579935928339578
2015,莘,-11.762257485133533
2016,迫,-9.543054001078538
2017,珊,-10.427256418401193
2018,泸,-9.277350835345532
2019,刻,-10.886788747779633
2020,椪,-12.678548217007688
2021,译,-11.579935928339578
2022,绍,-9.382711351003358
2023,霹,-10.806746040106097
2024,侃,-11.579935928339578
2025,侦,-9.543054001078538
2026,陂,-13.371695397567633
2027,钩,-13.371695397567633
2028,急,-9.328644129733084
2029,败,-10.375963124013643
2030,庐,-9.875187836101153
2031,腰,-10.973800124769262
2032,府,-10.973800124769262
2033,沽,-11.579935928339578
2034,洞,-9.439869764843307
2035,及,-10.886788747779633
2036,诊,-11.174470820231413
2037,赠,-10.599106675327851
2038,雁,-10.806746040106097
2039,逍,-10.113598859546151
2040,根,-9.054207284031323
2041,催,-9.970498015905477
2042,姓,-10.32717295984421
2043,勉,-10.806746040106097
2044,螳,-10.886788747779633
2045,忍,-9.937708193082488
2046,踩,-9.788176459111522
2047,审,-9.734109237841247
2048,叠,-10.732638067952374
2049,宽,-9.634025779284265
2050,禹,-10.599106675327851
2051,映,-10.193641567219688
2052,卵,-11.762257485133533
2053,钙,-13.371695397567633
2054,辐,-10.663645196465422
2055,冼,-12.678548217007688
2056,掐,-11.985401036447742
2057,娓,-13.371695397567633
2058,赫,-9.00224754510061
2059,粗,-10.32717295984421
2060,仿,-10.32717295984421
2061,菩,-9.788176459111522
2062,仲,-10.806746040106097
2063,友,-9.587505763649371
2064,胆,-10.375963124013643
2065,其,-9.734109237841247
2066,碰,-9.81634733607822
2067,抬,-10.280652944209317
2068,潇,-11.292253855887797
2069,兽,-10.599106675327851
2070,睿,-10.113598859546151
2071,镀,-10.886788747779633
2072,谯,-11.42578524851232
2073,然,-10.973800124769262
2074,骨,-9.658123330863326
2075,栋,-10.663645196465422
2076,段,-9.439869764843307
2077,盗,-9.970498015905477
2078,滁,-10.32717295984421
2079,侧,-10.236201181638483
2080,享,-10.280652944209317
2081,穗,-11.579935928339578
2082,敦,-10.039490887392429
2083,握,-10.375963124013643
2084,踢,-10.236201181638483
2085,角,-9.634025779284265
2086,陪,-9.439869764843307
2087,轨,-10.375963124013643
2088,荧,-10.481323639671468
2089,宰,-11.069110304573588
2090,辆,-9.970498015905477
2091,缠,-11.42578524851232
2092,禾,-10.32717295984421
2093,颠,-10.599106675327851
2094,否,-11.174470820231413
2095,襄,-9.682815943453697
2096,苞,-12.273083108899524
2097,娴,-12.678548217007688
2098,捷,-8.28409906233525
2099,羌,-10.538482053511418
2100,筑,-11.42578524851232
2101,宗,-9.875187836101153
2102,绰,-11.292253855887797
2103,疣,-13.371695397567633
2104,菌,-10.973800124769262
2105,羿,-12.273083108899524
2106,澜,-10.886788747779633
2107,媳,-10.075858531563304
2108,趵,-10.973800124769262
2109,屏,-9.182040655541208
2110,凳,-13.371695397567633
2111,绛,-11.985401036447742
2112,芳,-9.277350835345532
2113,玖,-10.538482053511418
2114,靖,-9.760777484923409
2115,姑,-8.894358583089426
2116,蚜,-11.42578524851232
2117,酥,-11.762257485133533
2118,返,-9.875187836101153
2119,救,-9.346343706832483
2120,断,-9.587505763649371
2121,沥,-13.371695397567633
2122,衛,-13.371695397567633
2123,略,-10.732638067952374
2124,摧,-13.371695397567633
2125,俯,-10.427256418401193
2126,象,-9.21281231420796
2127,垛,-13.371695397567633
2128,按,-9.328644129733084
2129,幡,-13.371695397567633
2130,掳,-13.371695397567633
2131,俗,-10.152819572699432
2132,俺,-12.273083108899524
2133,砀,-11.985401036447742
2134,抱,-10.004399567581158
2135,祁,-9.708133751437986
2136,蟋,-13.371695397567633
2137,霞,-11.42578524851232
2138,筹,-9.81634733607822
2139,驰,-11.985401036447742
2140,既,-8.94087859872432
2141,棘,-12.678548217007688
2142,炽,-11.174470820231413
2143,甫,-12.678548217007688
2144,烈,-9.760777484923409
2145,逢,-10.732638067952374
2146,為,-13.371695397567633
2147,鼎,-10.427256418401193
2148,躺,-10.427256418401193
2149,斐,-10.806746040106097
2150,善,-9.734109237841247
2151,漓,-10.806746040106097
2152,铂,-10.481323639671468
2153,菊,-11.069110304573588
2154,栖,-10.886788747779633
2155,兔,-10.004399567581158
2156,纵,-9.970498015905477
2157,耍,-12.273083108899524
2158,帘,-11.985401036447742
2159,尺,-10.973800124769262
2160,愧,-13.371695397567633
2161,娃,-9.587505763649371
2162,授,-11.069110304573588
2163,举,-8.430052974958329
2164,尝,-11.579935928339578
2165,煌,-12.678548217007688
2166,莉,-10.973800124769262
2167,盒,-10.075858531563304
2168,矮,-10.732638067952374
2169,锈,-11.292253855887797
2170,翁,-10.152819572699432
2171,忻,-9.905959494767906
2172,惟,-11.42578524851232
2173,峨,-9.970498015905477
2174,蘇,-12.678548217007688
2175,釉,-12.273083108899524
2176,喂,-10.732638067952374
2177,捉,-10.375963124013643
2178,弟,-9.328644129733084
2179,熔,-10.663645196465422
2180,狄,-9.937708193082488
2181,吊,-9.610495281874071
2182,婿,-12.678548217007688
2183,椿,-11.985401036447742
2184,掌,-8.849906820518592
2185,盏,-13.371695397567633
2186,泄,-10.973800124769262
2187,乾,-9.277350835345532
2188,但,-10.973800124769262
2189,夸,-11.579935928339578
2190,紊,-13.371695397567633
2191,势,-10.538482053511418
2192,钥,-9.610495281874071
2193,摊,-11.292253855887797
2194,励,-10.732638067952374
2195,秤,-12.678548217007688
2196,桐,-9.708133751437986
2197,奴,-12.273083108899524
2198,怕,-10.236201181638483
2199,乙,-10.152819572699432
2200,凝,-10.806746040106097
2201,畸,-11.985401036447742
2202,饥,-9.845334872951472
2203,迁,-10.973800124769262
2204,叮,-10.280652944209317
2205,筲,-13.371695397567633
2206,吹,-10.375963124013643
2207,害,-10.481323639671468
2208,恢,-11.069110304573588
2209,浓,-9.708133751437986
2210,瓯,-11.985401036447742
2211,橘,-10.427256418401193
2212,霓,-11.762257485133533
2213,晒,-9.610495281874071
2214,杠,-10.732638067952374
2215,忙,-11.174470820231413
2216,邪,-10.732638067952374
2217,扮,-10.538482053511418
2218,艳,-10.538482053511418
2219,觅,-10.973800124769262
2220,构,-10.375963124013643
2221,棚,-10.113598859546151
2222,兑,-10.481323639671468
2223,障,-10.375963124013643
2224,僵,-10.193641567219688
2225,贲,-12.273083108899524
2226,阚,-9.00224754510061
2227,掉,-10.375963124013643
2228,浪,-9.346343706832483
2229,折,-9.521547795857574
2230,乘,-8.90578727891305
2231,捕,-10.236201181638483
2232,壮,-10.599106675327851
2233,槽,-11.985401036447742
2234,尿,-10.039490887392429
2235,苯,-11.292253855887797
2236,沣,-10.886788747779633
2237,邱,-9.500494386659742
2238,态,-11.985401036447742
2239,源,-9.658123330863326
2240,算,-9.2285606711761
2241,颐,-10.427256418401193
2242,叔,-10.599106675327851
2243,兖,-11.762257485133533
2244,欺,-10.599106675327851
2245,磐,-11.762257485133533
2246,炊,-10.806746040106097
2247,督,-11.762257485133533
2248,殡,-11.174470820231413
2249,嘎,-11.069110304573588
2250,奕,-10.236201181638483
2251,壶,-10.538482053511418
2252,伽,-10.973800124769262
2253,葬,-11.762257485133533
2254,鳞,-11.985401036447742
2255,溥,-10.32717295984421
2256,琉,-10.375963124013643
2257,苔,-11.069110304573588
2258,鹈,-9.382711351003358
2259,拦,-11.069110304573588
2260,箭,-11.174470820231413
2261,苛,-13.371695397567633
2262,样,-10.236201181638483
2263,苦,-9.459672392139487
2264,驯,-11.069110304573588
2265,靓,-11.42578524851232
2266,毅,-11.762257485133533
2267,炼,-10.732638067952374
2268,雇,-10.375963124013643
2269,漾,-12.678548217007688
2270,蚁,-11.069110304573588
2271,嘲,-12.678548217007688
2272,锄,-11.42578524851232
2273,惹,-11.292253855887797
2274,跪,-10.663645196465422
2275,尕,-12.273083108899524
2276,腐,-9.565032907797313
2277,并,-10.538482053511418
2278,芈,-10.732638067952374
2279,阵,-10.004399567581158
2280,灭,-9.21281231420796
2281,庭,-10.375963124013643
2282,暮,-10.806746040106097
2283,聋,-12.273083108899524
2284,娇,-10.481323639671468
2285,熟,-10.280652944209317
2286,冈,-10.152819572699432
2287,涟,-11.762257485133533
2288,崩,-9.81634733607822
2289,尔,-10.732638067952374
2290,称,-9.845334872951472
2291,蜡,-9.970498015905477
2292,烘,-11.985401036447742
2293,席,-10.732638067952374
2294,厚,-10.113598859546151
2295,逗,-11.42578524851232
2296,潦,-13.371695397567633
2297,凰,-11.174470820231413
2298,添,-11.292253855887797
2299,蝙,-10.004399567581158
2300,介,-10.113598859546151
2301,尸,-11.579935928339578
2302,颁,-11.42578524851232
2303,暨,-11.579935928339578
2304,摸,-10.375963124013643
2305,耽,-11.42578524851232
2306,味,-11.42578524851232
2307,腓,-13.371695397567633
2308,虫,-11.069110304573588
2309,抄,-10.193641567219688
2310,掀,-10.538482053511418
2311,剁,-11.42578524851232
2312,寸,-10.538482053511418
2313,鹳,-12.273083108899524
2314,婴,-9.81634733607822
2315,竟,-10.113598859546151
2316,状,-9.734109237841247
2317,坊,-11.292253855887797
2318,陌,-10.004399567581158
2319,氯,-11.292253855887797
2320,蓉,-11.985401036447742
2321,醋,-11.42578524851232
2322,鸳,-10.732638067952374
2323,岱,-10.732638067952374
2324,虹,-10.538482053511418
2325,栀,-11.42578524851232
2326,砍,-9.970498015905477
2327,慕,-9.634025779284265
2328,描,-11.762257485133533
2329,泼,-11.174470820231413
2330,鹧,-10.732638067952374
2331,挥,-10.973800124769262
2332,碾,-11.292253855887797
2333,杵,-13.371695397567633
2334,汝,-10.481323639671468
2335,筷,-11.579935928339578
2336,郫,-11.579935928339578
2337,辞,-10.004399567581158
2338,铅,-10.732638067952374
2339,惬,-11.762257485133533
2340,州,-11.579935928339578
2341,柚,-11.174470820231413
2342,庖,-12.678548217007688
2343,廊,-10.193641567219688
2344,误,-10.152819572699432
2345,啊,-11.174470820231413
2346,歧,-12.273083108899524
2347,岂,-11.42578524851232
2348,亏,-10.375963124013643
2349,汗,-11.762257485133533
2350,稷,-11.762257485133533
2351,沾,-10.481323639671468
2352,枯,-10.538482053511418
2353,瞎,-10.663645196465422
2354,邀,-9.2285606711761
2355,瞧,-10.973800124769262
2356,泗,-10.663645196465422
2357,痛,-10.538482053511418
2358,抑,-9.788176459111522
2359,闲,-9.634025779284265
2360,归,-8.977246242895195
2361,骷,-11.174470820231413
2362,隼,-13.371695397567633
2363,濂,-11.762257485133533
2364,稀,-10.427256418401193
2365,姣,-12.678548217007688
2366,浠,-11.985401036447742
2367,毯,-12.273083108899524
2368,界,-10.113598859546151
2369,洒,-11.292253855887797
2370,耀,-11.069110304573588
2371,遗,-9.708133751437986
2372,琶,-13.371695397567633
2373,汲,-11.762257485133533
2374,圭,-13.371695397567633
2375,慢,-9.788176459111522
2376,祠,-11.985401036447742
2377,陀,-11.174470820231413
2378,旁,-10.806746040106097
2379,菱,-11.42578524851232
2380,醒,-11.292253855887797
2381,柠,-10.973800124769262
2382,倚,-9.346343706832483
2383,阮,-10.599106675327851
2384,肝,-10.663645196465422
2385,肚,-11.42578524851232
2386,褒,-11.762257485133533
2387,俱,-11.174470820231413
2388,锻,-11.42578524851232
2389,豺,-12.678548217007688
2390,狩,-11.579935928339578
2391,氙,-10.32717295984421
2392,俊,-11.42578524851232
2393,瓶,-11.762257485133533
2394,响,-10.32717295984421
2395,邂,-11.292253855887797
2396,伟,-10.004399567581158
2397,榕,-11.762257485133533
2398,陡,-11.579935928339578
2399,睢,-10.973800124769262
2400,阻,-10.004399567581158
2401,滇,-10.193641567219688
2402,胸,-10.886788747779633
2403,炙,-12.273083108899524
2404,渐,-11.579935928339578
2405,橄,-10.280652944209317
2406,迟,-10.481323639671468
2407,贡,-10.806746040106097
2408,妄,-11.985401036447742
2409,镂,-13.371695397567633
2410,效,-10.427256418401193
2411,侠,-10.004399567581158
2412,扩,-9.521547795857574
2413,淹,-11.762257485133533
2414,仰,-10.481323639671468
2415,盼,-11.069110304573588
2416,沟,-11.762257485133533
2417,嘴,-10.32717295984421
2418,橡,-10.732638067952374
2419,辩,-10.973800124769262
2420,骆,-11.069110304573588
2421,螺,-9.382711351003358
2422,寺,-10.732638067952374
2423,玄,-9.521547795857574
2424,黟,-11.42578524851232
2425,仓,-10.193641567219688
2426,卜,-11.292253855887797
2427,咋,-12.273083108899524
2428,茗,-11.292253855887797
2429,龟,-10.732638067952374
2430,措,-10.973800124769262
2431,祈,-11.42578524851232
2432,嫂,-9.420451678986206
2433,削,-11.579935928339578
2434,饱,-10.886788747779633
2435,斑,-9.788176459111522
2436,撤,-10.732638067952374
2437,淅,-10.806746040106097
2438,阀,-12.678548217007688
2439,笨,-12.678548217007688
2440,尽,-9.81634733607822
2441,睾,-12.273083108899524
2442,伍,-10.004399567581158
2443,傅,-9.40140348401551
2444,凡,-10.039490887392429
2445,蝇,-11.579935928339578
2446,栗,-11.42578524851232
2447,绥,-10.481323639671468
2448,念,-10.538482053511418
2449,赔,-9.788176459111522
2450,邗,-11.985401036447742
2451,喇,-11.985401036447742
2452,禅,-10.32717295984421
2453,咬,-11.069110304573588
2454,溢,-10.806746040106097
2455,屋,-10.886788747779633
2456,崂,-10.732638067952374
2457,殷,-9.658123330863326
2458,羡,-10.375963124013643
2459,域,-10.280652944209317
2460,畲,-13.371695397567633
2461,嵩,-10.538482053511418
2462,缸,-11.069110304573588
2463,嗯,-9.521547795857574
2464,鎏,-12.678548217007688
2465,腕,-11.762257485133533
2466,滞,-8.952854789771035
2467,俭,-13.371695397567633
2468,遍,-11.42578524851232
2469,邶,-13.371695397567633
2470,醴,-11.579935928339578
2471,佤,-11.985401036447742
2472,饶,-10.427256418401193
2473,邬,-10.236201181638483
2474,了,-9.875187836101153
2475,扔,-11.42578524851232
2476,卸,-10.599106675327851
2477,酸,-10.280652944209317
2478,啥,-10.886788747779633
2479,缺,-9.937708193082488
2480,徕,-11.42578524851232
2481,卉,-13.371695397567633
2482,厄,-10.32717295984421
2483,掘,-10.732638067952374
2484,窝,-10.973800124769262
2485,遵,-10.075858531563304
2486,肤,-11.174470820231413
2487,碟,-11.292253855887797
2488,皂,-11.579935928339578
2489,绞,-11.292253855887797
2490,彻,-10.236201181638483
2491,泽,-10.481323639671468
2492,汴,-11.762257485133533
2493,尬,-11.579935928339578
2494,寄,-10.113598859546151
2495,豹,-10.193641567219688
2496,滔,-12.273083108899524
2497,屠,-9.81634733607822
2498,旃,-12.678548217007688
2499,笋,-10.973800124769262
2500,熵,-13.371695397567633
2501,尘,-10.806746040106097
2502,募,-11.069110304573588
2503,番,-9.565032907797313
2504,蘸,-13.371695397567633
2505,邕,-12.678548217007688
2506,腌,-11.762257485133533
2507,署,-12.678548217007688
2508,辋,-12.678548217007688
2509,韭,-10.375963124013643
2510,瑶,-10.599106675327851
2511,皓,-11.985401036447742
2512,倘,-11.579935928339578
2513,蛇,-9.760777484923409
2514,敔,-13.371695397567633
2515,冀,-11.292253855887797
2516,沿,-10.427256418401193
2517,癞,-12.273083108899524
2518,键,-9.708133751437986
2519,陷,-11.069110304573588
2520,饭,-9.905959494767906
2521,圏,-13.371695397567633
2522,鲱,-12.678548217007688
2523,浇,-11.579935928339578
2524,俚,-12.678548217007688
2525,束,-11.292253855887797
2526,鸵,-12.273083108899524
2527,瑙,-11.762257485133533
2528,谚,-13.371695397567633
2529,案,-10.236201181638483
2530,溜,-11.42578524851232
2531,刮,-10.663645196465422
2532,哆,-11.762257485133533
2533,阉,-11.42578524851232
2534,枸,-11.42578524851232
2535,婆,-7.878633954227085
2536,晁,-12.273083108899524
2537,翡,-10.152819572699432
2538,坤,-10.280652944209317
2539,跃,-11.174470820231413
2540,宪,-11.069110304573588
2541,屈,-10.806746040106097
2542,斜,-11.069110304573588
2543,瓷,-10.973800124769262
2544,夹,-10.599106675327851
2545,绑,-10.599106675327851
2546,枝,-11.292253855887797
2547,窃,-11.762257485133533
2548,彧,-11.762257485133533
2549,棺,-10.806746040106097
2550,勤,-10.886788747779633
2551,择,-10.193641567219688
2552,诉,-11.292253855887797
2553,岚,-11.579935928339578
2554,鸠,-11.762257485133533
2555,鹭,-11.985401036447742
2556,驴,-10.039490887392429
2557,碎,-10.427256418401193
2558,扯,-12.273083108899524
2559,醍,-11.985401036447742
2560,捂,-11.985401036447742
2561,隋,-10.152819572699432
2562,柜,-11.069110304573588
2563,掏,-11.579935928339578
2564,淡,-9.788176459111522
2565,捐,-10.973800124769262
2566,莜,-12.678548217007688
2567,件,-11.069110304573588
2568,谛,-12.678548217007688
2569,蜗,-10.280652944209317
2570,恤,-11.579935928339578
2571,疙,-12.678548217007688
2572,挣,-11.762257485133533
2573,扛,-11.42578524851232
2574,拨,-10.732638067952374
2575,嫖,-13.371695397567633
2576,蠢,-11.762257485133533
2577,宠,-9.565032907797313
2578,骡,-11.762257485133533
2579,陨,-12.273083108899524
2580,闹,-10.236201181638483
2581,傣,-10.973800124769262
2582,纣,-11.42578524851232
2583,咏,-10.663645196465422
2584,纺,-10.973800124769262
2585,慰,-11.292253855887797
2586,懋,-12.678548217007688
2587,污,-10.806746040106097
2588,煨,-13.371695397567633
2589,佰,-13.371695397567633
2590,寝,-11.42578524851232
2591,榻,-12.678548217007688
2592,耕,-10.427256418401193
2593,朵,-11.762257485133533
2594,糊,-12.273083108899524
2595,须,-10.886788747779633
2596,庚,-12.273083108899524
2597,鹌,-11.174470820231413
2598,匿,-11.579935928339578
2599,剖,-11.292253855887797
2600,迦,-11.292253855887797
2601,蚊,-10.663645196465422
2602,晕,-11.985401036447742
2603,岛,-10.806746040106097
2604,陵,-11.42578524851232
2605,骇,-11.985401036447742
2606,藿,-13.371695397567633
2607,怡,-10.973800124769262
2608,契,-10.538482053511418
2609,钚,-13.371695397567633
2610,笼,-11.579935928339578
2611,缥,-12.678548217007688
2612,坏,-9.708133751437986
2613,郝,-9.81634733607822
2614,歪,-10.599106675327851
2615,咯,-12.273083108899524
2616,叹,-11.985401036447742
2617,冥,-11.42578524851232
2618,踝,-12.678548217007688
2619,鹦,-11.579935928339578
2620,梵,-10.039490887392429
2621,鳄,-10.973800124769262
2622,刑,-10.375963124013643
2623,踏,-9.937708193082488
2624,妲,-10.236201181638483
2625,尉,-10.886788747779633
2626,弃,-11.174470820231413
2627,挤,-11.985401036447742
2628,鲨,-11.174470820231413
2629,砸,-10.538482053511418
2630,莙,-12.273083108899524
2631,藤,-11.292253855887797
2632,啃,-11.762257485133533
2633,钾,-12.678548217007688
2634,厌,-12.678548217007688
2635,院,-9.610495281874071
2636,棱,-11.762257485133533
2637,肾,-11.174470820231413
2638,悠,-10.538482053511418
2639,蚕,-10.806746040106097
2640,窄,-12.678548217007688
2641,嗨,-10.152819572699432
2642,铺,-11.42578524851232
2643,磕,-12.678548217007688
2644,牢,-10.599106675327851
2645,沅,-11.292253855887797
2646,厘,-11.762257485133533
2647,儋,-11.174470820231413
2648,列,-9.734109237841247
2649,柿,-11.42578524851232
2650,濑,-11.762257485133533
2651,呕,-13.371695397567633
2652,僧,-11.985401036447742
2653,溃,-11.762257485133533
2654,诫,-13.371695397567633
2655,弄,-11.174470820231413
2656,缬,-13.371695397567633
2657,熙,-11.762257485133533
2658,麒,-9.521547795857574
2659,鹅,-10.732638067952374
2660,朦,-12.678548217007688
2661,椭,-11.985401036447742
2662,驼,-11.42578524851232
2663,窑,-11.069110304573588
2664,粟,-11.42578524851232
2665,蠡,-12.678548217007688
2666,裤,-11.42578524851232
2667,曰,-11.985401036447742
2668,叩,-12.678548217007688
2669,床,-10.32717295984421
2670,绕,-11.069110304573588
2671,捆,-11.42578524851232
2672,鞑,-12.273083108899524
2673,赭,-12.273083108899524
2674,需,-10.075858531563304
2675,歇,-13.371695397567633
2676,帖,-13.371695397567633
2677,敞,-10.427256418401193
2678,珞,-11.985401036447742
2679,惯,-11.292253855887797
2680,秃,-12.678548217007688
2681,擎,-12.273083108899524
2682,姨,-10.806746040106097
2683,阔,-10.538482053511418
2684,觉,-10.732638067952374
2685,垄,-12.678548217007688
2686,例,-11.292253855887797
2687,祭,-10.663645196465422
2688,舅,-11.174470820231413
2689,椰,-9.81634733607822
2690,渴,-11.579935928339578
2691,檀,-11.985401036447742
2692,媚,-11.579935928339578
2693,埋,-10.886788747779633
2694,薄,-10.004399567581158
2695,擅,-11.174470820231413
2696,茯,-12.273083108899524
2697,梭,-11.985401036447742
2698,珐,-12.678548217007688
2699,循,-10.732638067952374
2700,爷,-10.039490887392429
2701,崖,-11.579935928339578
2702,或,-9.905959494767906
2703,萤,-11.292253855887797
2704,蛛,-13.371695397567633
2705,裁,-9.760777484923409
2706,灶,-12.678548217007688
2707,肢,-12.273083108899524
2708,牙,-10.32717295984421
2709,韵,-10.481323639671468
2710,鲸,-10.481323639671468
2711,崭,-13.371695397567633
2712,胶,-9.634025779284265
2713,屎,-13.371695397567633
2714,乖,-10.973800124769262
2715,漱,-13.371695397567633
2716,葱,-11.985401036447742
2717,滥,-11.579935928339578
2718,烽,-11.985401036447742
2719,枫,-10.599106675327851
2720,崛,-11.985401036447742
2721,氨,-12.273083108899524
2722,猿,-12.678548217007688
2723,颍,-11.762257485133533
2724,淋,-10.973800124769262
2725,益,-9.708133751437986
2726,胧,-13.371695397567633
2727,员,-10.113598859546151
2728,瞒,-10.806746040106097
2729,脏,-11.579935928339578
2730,肺,-11.579935928339578
2731,烛,-13.371695397567633
2732,兼,-10.732638067952374
2733,麓,-12.273083108899524
2734,俏,-11.069110304573588
2735,频,-10.32717295984421
2736,贞,-11.579935928339578
2737,郊,-11.762257485133533
2738,疫,-10.886788747779633
2739,鹊,-13.371695397567633
2740,颂,-11.762257485133533
2741,卤,-10.973800124769262
2742,贻,-13.371695397567633
2743,炸,-9.845334872951472
2744,漆,-11.292253855887797
2745,衬,-10.538482053511418
2746,牦,-11.985401036447742
2747,撕,-10.732638067952374
2748,漠,-11.42578524851232
2749,屡,-10.806746040106097
2750,扦,-11.985401036447742
2751,澧,-11.292253855887797
2752,棍,-12.678548217007688
2753,鲫,-13.371695397567633
2754,惩,-10.663645196465422
2755,噪,-11.292253855887797
2756,翟,-10.375963124013643
2757,涠,-11.174470820231413
2758,始,-10.236201181638483
2759,滏,-12.678548217007688
2760,辱,-11.762257485133533
2761,毁,-10.32717295984421
2762,礁,-11.985401036447742
2763,吡,-11.42578524851232
2764,寂,-10.375963124013643
2765,蟾,-11.42578524851232
2766,肱,-12.678548217007688
2767,恹,-13.371695397567633
2768,派,-10.193641567219688
2769,氧,-10.375963124013643
2770,勾,-10.663645196465422
2771,笞,-13.371695397567633
2772,矶,-13.371695397567633
2773,嗜,-11.762257485133533
2774,拙,-11.174470820231413
2775,碉,-11.292253855887797
2776,蛰,-11.985401036447742
2777,濮,-11.174470820231413
2778,坛,-12.273083108899524
2779,撸,-10.599106675327851
2780,泳,-11.42578524851232
2781,覆,-10.280652944209317
2782,材,-10.113598859546151
2783,驳,-11.762257485133533
2784,贤,-11.174470820231413
2785,薪,-10.599106675327851
2786,粘,-10.481323639671468
2787,而,-11.985401036447742
2788,凹,-11.069110304573588
2789,铠,-10.732638067952374
2790,厕,-10.004399567581158
2791,狍,-13.371695397567633
2792,贼,-11.762257485133533
2793,典,-10.280652944209317
2794,杉,-10.427256418401193
2795,媲,-10.538482053511418
2796,氐,-13.371695397567633
2797,亡,-11.069110304573588
2798,候,-10.732638067952374
2799,臊,-11.985401036447742
2800,鲅,-11.985401036447742
2801,姥,-10.806746040106097
2802,滩,-12.678548217007688
2803,伶,-13.371695397567633
2804,菇,-11.985401036447742
2805,嗓,-11.985401036447742
2806,啄,-12.678548217007688
2807,茈,-13.371695397567633
2808,斋,-11.985401036447742
2809,绯,-10.973800124769262
2810,挨,-12.678548217007688
2811,蝎,-10.599106675327851
2812,蜷,-13.371695397567633
2813,嫉,-12.678548217007688
2814,茴,-13.371695397567633
2815,络,-13.371695397567633
2816,蕾,-10.152819572699432
2817,砌,-11.762257485133533
2818,勿,-11.174470820231413
2819,毗,-11.579935928339578
2820,馒,-11.579935928339578
2821,蚰,-13.371695397567633
2822,酿,-11.579935928339578
2823,妹,-8.860835891050783
2824,膳,-11.985401036447742
2825,侵,-9.970498015905477
2826,殖,-11.292253855887797
2827,爨,-12.273083108899524
2828,鸥,-11.762257485133533
2829,藕,-11.985401036447742
2830,贬,-11.292253855887797
2831,堇,-13.371695397567633
2832,哭,-10.193641567219688
2833,哀,-11.762257485133533
2834,懵,-12.273083108899524
2835,兹,-12.273083108899524
2836,痤,-13.371695397567633
2837,饺,-11.762257485133533
2838,槟,-12.678548217007688
2839,胞,-13.371695397567633
2840,鼋,-12.678548217007688
2841,胚,-11.579935928339578
2842,弯,-10.32717295984421
2843,抠,-11.42578524851232
2844,莺,-11.762257485133533
2845,膝,-10.732638067952374
2846,昊,-11.174470820231413
2847,扑,-10.481323639671468
2848,冤,-10.886788747779633
2849,伙,-11.292253855887797
2850,拟,-10.280652944209317
2851,蛙,-10.663645196465422
2852,螭,-13.371695397567633
2853,钍,-12.678548217007688
2854,摁,-13.371695397567633
2855,阶,-10.732638067952374
2856,酣,-12.273083108899524
2857,恨,-11.985401036447742
2858,潞,-11.985401036447742
2859,敕,-12.678548217007688
2860,豁,-11.762257485133533
2861,膨,-10.806746040106097
2862,蚯,-11.42578524851232
2863,茉,-10.806746040106097
2864,硫,-9.937708193082488
2865,蔺,-13.371695397567633
2866,癫,-12.273083108899524
2867,顽,-11.762257485133533
2868,丸,-10.886788747779633
2869,悍,-10.538482053511418
2870,鳐,-13.371695397567633
2871,歹,-13.371695397567633
2872,暑,-9.521547795857574
2873,嫔,-13.371695397567633
2874,堕,-11.762257485133533
2875,瘾,-13.371695397567633
2876,茵,-12.678548217007688
2877,沁,-10.039490887392429
2878,桦,-11.42578524851232
2879,崴,-13.371695397567633
2880,嚣,-12.273083108899524
2881,堵,-11.579935928339578
2882,唏,-11.762257485133533
2883,忐,-13.371695397567633
2884,犬,-11.292253855887797
